unique_id,old_plot,plot,col,iblock,entry,rep,accession,Source,trait,value,timestamp,person,location,number
NC17_30078,3078,30078,6,66,212,3,TX-1197, AZ_16_235  ,Yield rating,3,10/6/2017 11:06, ,,1
NC17_30079,3079,30079,7,66,45,3,TX-2360,AZ_14_636,Yield rating,4,10/6/2017 11:06, ,,1
NC17_30080,3080,30080,8,66,185,3,TX-460-1, AZ_16_208  ,Yield rating,3,10/6/2017 11:06, ,,1
NC17_30081,3081,30081,1,67,126,3,TX-1301,AZ_15_008,Yield rating,3,10/6/2017 11:06, ,,1
NC17_30082,3082,30082,2,67,1,3,TX-21,AZ_14_567,Yield rating,4,10/6/2017 11:06, ,,1
NC17_30083,3083,30083,3,67,125,3,TX-1125,AZ_14_890,Yield rating,3,10/6/2017 11:06, ,,1
NC17_30084,3084,30084,4,67,8,3,TX-294,AZ_14_576,Yield rating,3,10/6/2017 11:06, ,,1
NC17_30085,3085,30085,5,67,141,3,TX-1178, AZ_16_160  ,Yield rating,3,10/6/2017 11:06, ,,1
NC17_30086,3086,30086,6,67,150,3,TX-2311, AZ_16_169  ,Yield rating,4,10/6/2017 11:06, ,,1
NC17_30087,3087,30087,7,67,129,3,TX-1419,AZ_15_021,Yield rating,3,10/6/2017 11:06, ,,1
NC17_30088,3088,30088,8,67,176,3,TX-1211, AZ_16_199  ,Yield rating,5,10/6/2017 11:06, ,,1
NC17_30089,3089,30089,1,68,4,3,TX-62,AZ_14_570,Yield rating,3,10/6/2017 11:06, ,,1
NC17_30090,3090,30090,2,68,137,3,TX-244, AZ_16_156  ,Yield rating,4,10/6/2017 11:06, ,,1
NC17_30091,3091,30091,3,68,156,3,TX-2382, AZ_16_176  ,Yield rating,3,10/6/2017 11:06, ,,1
NC17_30092,3092,30092,4,68,99,3,TX-73-8,AZ_14_812,Yield rating,4,10/6/2017 11:06, ,,1
NC17_30093,3093,30093,5,68,26,3,TX-2358,AZ_14_615,Yield rating,3,10/6/2017 11:06, ,,1
NC17_30094,3094,30094,6,68,84,3,TX-239-2,AZ_14_727,Yield rating,3,10/6/2017 11:07, ,,1
NC17_30095,3095,30095,7,68,115,3,TX-1194-2,AZ_14_860,Yield rating,4,10/6/2017 11:07, ,,1
NC17_30096,3096,30096,8,68,40,3,TX-2373,AZ_14_630,Harvest Notes,compact,10/6/2017 11:07, ,,1
NC17_30097,3097,30097,1,69,98,3,TX-72-1,AZ_14_810,Yield rating,3,10/6/2017 11:07, ,,1
NC17_30098,3098,30098,2,69,187,3,TX-762-2, AZ_16_210  ,Yield rating,3,10/6/2017 11:07, ,,1
NC17_30099,3099,30099,3,69,49,3,TX-2366,AZ_14_642,Yield rating,3,10/6/2017 11:07, ,,1
NC17_30100,3100,30100,4,69,154,3,TX-2361, AZ_16_174  ,Yield rating,3,10/6/2017 11:07, ,,1
NC17_30101,3101,30101,5,69,54,3,TX-2375,AZ_14_648,Yield rating,3,10/6/2017 11:07, ,,1
NC17_30102,3102,30102,6,69,157,3,TX-2386, AZ_16_177  ,Yield rating,3,10/6/2017 11:07, ,,1
NC17_30103,3103,30103,7,69,33,3,TX-2346,AZ_14_623,Harvest Notes,compact,10/6/2017 11:08, ,,1
NC17_30104,3104,30104,8,69,114,3,TX-1194-1,AZ_14_859,Yield rating,3,10/6/2017 11:08, ,,1
NC17_30105,3105,30105,1,70,152,3,TX-2317, AZ_16_172  ,Yield rating,4,10/6/2017 11:08, ,,1
NC17_30106,3106,30106,2,70,134,3,TX-490-1,AZ_15_044,Yield rating,4,10/6/2017 11:08, ,,1
NC17_30107,3107,30107,3,70,88,3,TX-621-1,AZ_14_741,Yield rating,2,10/6/2017 11:08, ,,1
NC17_30108,3108,30108,4,70,219,3,PD2164,AZ_16_243,Yield rating,4,10/6/2017 11:08, ,,1
NC17_30109,3109,30109,5,70,48,3,TX-2365,AZ_14_641,Yield rating,3,10/6/2017 11:08, ,,1
NC17_30110,3110,30110,6,70,24,3,TX-2308,AZ_14_609,Yield rating,3,10/6/2017 11:08, ,,1
NC17_30111,3111,30111,7,70,18,3,TX-1304,AZ_14_596,Yield rating,3,10/6/2017 11:08, ,,1
NC17_30112,3112,30112,8,70,174,3,TX-1094, AZ_16_197  ,Yield rating,2,10/6/2017 11:08, ,,1
NC17_30113,3113,30113,1,71,163,3,TX-2022-1, AZ_16_184  ,Yield rating,3,10/6/2017 11:08, ,,1
NC17_30115,3115,30115,3,71,6,3,TX-93,AZ_14_573,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30116,3116,30116,4,71,124,3,TX-1115,AZ_14_889,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30117,3117,30117,5,71,77,3,TX-141-1,AZ_14_709,Yield rating,4,10/6/2017 11:09, ,,1
NC17_30118,3118,30118,6,71,16,3,TX-1302,AZ_14_594,Yield rating,4,10/6/2017 11:09, ,,1
NC17_30119,3119,30119,7,71,11,3,TX-1192,AZ_14_586,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30120,3120,30120,8,71,198,3,TX-1300-3, AZ_16_221  ,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30121,3121,30121,1,72,67,3,TX-1462-3,AZ_14_670,Yield rating,4,10/6/2017 11:09, ,,1
NC17_30122,3122,30122,2,72,31,3,TX-2324,AZ_14_621,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30123,3123,30123,3,72,71,3,TX-2144,AZ_14_692,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30124,3124,30124,4,72,37,3,TX-2352,AZ_14_627,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30125,3125,30125,5,72,30,3,TX-2316,AZ_14_620,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30126,3126,30126,6,72,55,3,TX-2376,AZ_14_649,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30127,3127,30127,7,72,182,3,TX-72-2, AZ_16_205  ,Yield rating,4,10/6/2017 11:09, ,,1
NC17_30128,3128,30128,8,72,149,3,TX-2074, AZ_16_168  ,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30129,3129,30129,1,73,12,3,TX-681,AZ_14_587,Yield rating,3,10/6/2017 11:09, ,,1
NC17_30130,3130,30130,2,73,47,3,TX-2363,AZ_14_639,Harvest Notes,weak stand,10/6/2017 11:10, ,,1
NC17_30131,3131,30131,3,73,173,3,TX-1085-1, AZ_16_196  ,Yield rating,4,10/6/2017 11:10, ,,1
NC17_30132,3132,30132,4,73,17,3,TX-1303,AZ_14_595,Yield rating,3,10/6/2017 11:10, ,,1
NC17_30133,3133,30133,5,73,195,3,TX-1114-2, AZ_16_218  ,Yield rating,2,10/6/2017 11:10, ,,1
NC17_30134,3134,30134,6,73,100,3,TX-95,AZ_14_813,Yield rating,3,10/6/2017 11:10, ,,1
NC17_30135,3135,30135,7,73,127,3,TX-1403,AZ_15_015,Yield rating,5,10/6/2017 11:10, ,,1
NC17_30136,3136,30136,8,73,15,3,TX-1196,AZ_15_007,Yield rating,3,10/6/2017 11:10, ,,1
NC17_30137,3137,30137,1,74,106,3,TX-498-3,AZ_14_828,Yield rating,3,10/6/2017 11:10, ,,1
NC17_30138,3138,30138,2,74,10,3,TX-1147,AZ_14_583,Yield rating,3,10/6/2017 11:10, ,,1
NC17_30139,3139,30139,3,74,128,3,TX-1412,AZ_15_020,Yield rating,2,10/6/2017 11:10, ,,1
NC17_30140,3140,30140,4,74,75,3,TX-122-1,AZ_14_703,Yield rating,4,10/6/2017 11:10, ,,1
NC17_30141,3141,30141,5,74,22,3,TX-1311,AZ_14_605,Yield rating,3,10/6/2017 11:10, ,,1
NC17_30142,3142,30142,6,74,130,3,TX-1609,AZ_15_022,Yield rating,3,10/6/2017 11:10, ,,1
NC17_30143,3143,30143,7,74,194,3,TX-931-3, AZ_16_217  ,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30145,3145,30145,1,75,36,3,TX-2349,AZ_14_626,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30146,3146,30146,2,75,184,3,TX-135-3, AZ_16_207  ,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30147,3147,30147,3,75,2,3,TX-40,AZ_14_568,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30148,3148,30148,4,75,78,3,TX-141-2,AZ_14_710,Yield rating,4,10/6/2017 11:11, ,,1
NC17_30149,3149,30149,5,75,121,3,TX-460-2,AZ_14_878,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30150,3150,30150,6,75,209,3,RED,,Yield rating,4,10/6/2017 11:11, ,,1
NC17_30151,3151,30151,7,75,108,3,TX-672,AZ_15_100,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30152,3152,30152,8,75,85,3,TX-286-1,AZ_14_730,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30153,3153,30153,1,76,62,3,TX-2394,AZ_14_659,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30154,3154,30154,2,76,224,3,RED,,Yield rating,5,10/6/2017 11:11, ,,1
NC17_30155,3155,30155,3,76,20,3,TX-1308,AZ_14_600,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30156,3156,30156,4,76,60,3,TX-2385,AZ_14_655,Yield rating,4,10/6/2017 11:11, ,,1
NC17_30157,3157,30157,5,76,63,3,TX-1409-1,AZ_14_661,Yield rating,4,10/6/2017 11:11, ,,1
NC17_30158,3158,30158,6,76,116,3,TX-1205-1,AZ_14_861,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30159,3159,30159,7,76,123,3,TX-932,AZ_14_885,Yield rating,3,10/6/2017 11:11, ,,1
NC17_30160,3160,30160,8,76,79,3,TX-180-2,AZ_14_713,Yield rating,3,10/6/2017 11:12, ,,1
NC17_30161,3161,30161,1,77,119,3,TX-1300-1,AZ_14_866,Yield rating,3,10/6/2017 11:12, ,,1
NC17_30162,3162,30162,2,77,170,3,TX-691-1, AZ_16_193  ,Yield rating,4,10/6/2017 11:12, ,,1
NC17_30163,3163,30163,3,77,3,3,TX-43,AZ_14_569,Yield rating,3,10/6/2017 11:12, ,,1
NC17_30164,3164,30164,4,77,9,3,TX-709,AZ_14_580,Yield rating,4,10/6/2017 11:12, ,,1
NC17_30165,3165,30165,5,77,19,3,TX-1306,AZ_14_598,Yield rating,4,10/6/2017 11:12, ,,1
NC17_30166,3166,30166,6,77,105,3,TX-498-1,AZ_14_826,Yield rating,3,10/6/2017 11:12, ,,1
NC17_30167,3167,30167,7,77,65,3,TX-1418,AZ_14_665,Yield rating,4,10/6/2017 11:12, ,,1
NC17_30168,3168,30168,8,77,203,3,TX-108, AZ_16_226  ,Yield rating,2,10/6/2017 11:12, ,,1
NC17_30169,3169,30169,1,78,161,3,TX-1941-2, AZ_16_182  ,Yield rating,2,10/6/2017 11:12, ,,1
NC17_30170,3170,30170,2,78,109,3,TX-681-5,AZ_14_832,Yield rating,3,10/6/2017 11:12, ,,1
NC17_30171,3171,30171,3,78,81,3,TX-180-5,AZ_14_716,Yield rating,2,10/6/2017 11:12, ,,1
NC17_30172,3172,30172,4,78,64,3,TX-1409-2,AZ_14_662,Yield rating,4,10/6/2017 11:12, ,,1
NC17_30173,3173,30173,5,78,14,3,TX-1233,AZ_14_591,Yield rating,4,10/6/2017 11:12, ,,1
NC17_30174,3174,30174,6,78,186,3,TX-691-2, AZ_16_209  ,Yield rating,3,10/6/2017 11:13, ,,1
NC17_30175,3175,30175,7,78,140,3,TX-1151, AZ_16_159  ,Harvest Notes,mixed brown lint,10/6/2017 11:13, ,,1
NC17_30176,3176,30176,8,78,146,3,TX-1322, AZ_16_165  ,Yield rating,3,10/6/2017 11:13, ,,1
NC17_30177,3177,30177,1,79,160,3,TX-1941-1, AZ_16_181  ,Yield rating,3,10/6/2017 11:13, ,,1
NC17_30178,3178,30178,2,79,151,3,TX-2313, AZ_16_170  ,Yield rating,2,10/6/2017 11:13, ,,1
NC17_30179,3179,30179,3,79,91,3,TX-1109,AZ_14_778,Yield rating,2,10/6/2017 11:13, ,,1
NC17_30180,3180,30180,4,79,189,3,TX-1300-2, AZ_16_212  ,Yield rating,3,10/6/2017 11:13, ,,1
NC17_30181,3181,30181,5,79,53,3,TX-2374,AZ_14_647,Yield rating,3,10/6/2017 11:14, ,,1
NC17_30182,3182,30182,6,79,7,3,TX-101,AZ_14_574,Yield rating,3,10/6/2017 11:14, ,,1
NC17_30183,3183,30183,7,79,191,3,TX-2389-2, AZ_16_214  ,Yield rating,2,10/6/2017 11:14, ,,1
NC17_30184,3184,30184,8,79,51,3,TX-2372,AZ_14_645,Harvest Notes,"very short, compact",10/6/2017 11:14, ,,1
NC17_30185,3185,30185,1,80,168,3,TX-616-1, AZ_16_191  ,Yield rating,4,10/6/2017 11:14, ,,1
NC17_30186,3186,30186,2,80,50,3,TX-2369,AZ_14_643,Yield rating,3,10/6/2017 11:14, ,,1
NC17_30187,3187,30187,3,80,96,3,TX-2420-1,AZ_14_807,Yield rating,5,10/6/2017 11:14, ,,1
NC17_30188,3188,30188,4,80,118,3,TX-1270-2,AZ_14_865,Yield rating,3,10/6/2017 11:14, ,,1
NC17_30189,3189,30189,5,80,222,3,UA-48,AZ_16,Yield rating,4,10/6/2017 11:14, ,,1
NC17_30190,3190,30190,6,80,159,3,TX-1718, AZ_16_179  ,Yield rating,4,10/6/2017 11:15, ,,1
NC17_30191,3191,30191,7,80,183,3,TX-117-1, AZ_16_206  ,Harvest Notes,mixed brown lint,10/6/2017 11:15, ,,1
NC17_30192,3192,30192,8,80,111,3,TX-1003-4,AZ_14_844,Yield rating,4,10/6/2017 11:15, ,,1
NC17_30193,3193,30193,1,81,196,3,TX-1114-3, AZ_16_219  ,Yield rating,2,10/6/2017 11:15, ,,1
NC17_30194,3194,30194,2,81,23,3,TX-2119,AZ_14_608,Yield rating,3,10/6/2017 11:15, ,,1
NC17_30195,3195,30195,3,81,213,3,TX-1054-1, AZ_16_237  ,Yield rating,4,10/6/2017 11:15, ,,1
NC17_30196,3196,30196,4,81,34,3,TX-2347,AZ_14_624,Yield rating,3,10/6/2017 11:15, ,,1
NC17_30197,3197,30197,5,81,21,3,TX-1326,AZ_14_603,Yield rating,4,10/6/2017 11:15, ,,1
NC17_30198,3198,30198,6,81,58,3,TX-2383,AZ_14_653,Yield rating,3,10/6/2017 11:15, ,,1
NC17_30199,3199,30199,7,81,165,3,TX-240, AZ_16_187  ,Yield rating,4,10/6/2017 11:15, ,,1
NC17_30200,3200,30200,8,81,221,3,DP14,AZ_15_141,Yield rating,3,10/6/2017 11:15, ,,1
NC17_30201,3201,30201,1,82,218,3,PMHS200,AZ_16_242,Yield rating,4,10/6/2017 11:15, ,,1
NC17_30202,3202,30202,2,82,41,3,TX-2356,AZ_14_631,Yield rating,2,10/6/2017 11:15, ,,1
NC17_30203,3203,30203,3,82,87,3,TX-570-2,AZ_14_736,Yield rating,4,10/6/2017 11:15, ,,1
NC17_30204,3204,30204,4,82,39,3,TX-2354,AZ_14_629,Yield rating,4,10/6/2017 11:16, ,,1
NC17_30205,3205,30205,5,82,193,3,TX-495-2, AZ_16_216  ,Yield rating,3,10/6/2017 11:16, ,,1
NC17_30206,3206,30206,6,82,202,3,TX-2139, AZ_16_225  ,Yield rating,4,10/6/2017 11:16, ,,1
NC17_30207,3207,30207,7,82,175,3,TX-1199-1, AZ_16_198  ,Yield rating,5,10/6/2017 11:16, ,,1
NC17_30208,3208,30208,8,82,73,3,TX-73-6,AZ_14_700,Yield rating,2,10/6/2017 11:16, ,,1
NC17_30209,3209,30209,1,83,28,3,TX-2320,AZ_14_617,Yield rating,3,10/6/2017 11:16, ,,1
NC17_30210,3210,30210,2,83,223,3,PHY-72,AZ_15,Yield rating,5,10/6/2017 11:16, ,,1
NC17_30211,3211,30211,3,83,25,3,TX-2315,AZ_14_612,Yield rating,3,10/6/2017 11:16, ,,1
NC17_30212,3212,30212,4,83,66,3,TX-1462-1,AZ_14_668,Yield rating,4,10/6/2017 11:16, ,,1
NC17_30213,3213,30213,5,83,93,3,TX-1283-2,AZ_14_791,Yield rating,2,10/6/2017 11:16, ,,1
NC17_30214,3214,30214,6,83,72,3,TX-2-1,AZ_14_694,Yield rating,4,10/6/2017 11:16, ,,1
NC17_30215,3215,30215,7,83,142,3,TX-1215, AZ_16_161  ,Yield rating,3,10/6/2017 11:16, ,,1
NC17_30216,3216,30216,8,83,102,3,TX-183-2,AZ_14_821,Yield rating,3,10/6/2017 11:16, ,,1
NC17_30217,3217,30217,1,84,135,3,RED,,Yield rating,4,10/6/2017 11:16, ,,1
NC17_30218,3218,30218,2,84,190,3,TX-2389-1, AZ_16_213  ,Yield rating,3,10/6/2017 11:16, ,,1
NC17_30219,3219,30219,3,84,104,3,TX-195-2,AZ_14_823,Yield rating,3,10/6/2017 11:16, ,,1
NC17_30220,3220,30220,4,84,147,3,TX-1327, AZ_16_166  ,Yield rating,5,10/6/2017 11:17, ,,1
NC17_30221,3221,30221,5,84,113,3,TX-1042-2,AZ_14_846,Yield rating,3,10/6/2017 11:17, ,,1
NC17_30222,3222,30222,6,84,211,3,TX-1008, AZ_16_234  ,Yield rating,3,10/6/2017 11:17, ,,1
NC17_30223,3223,30223,7,84,171,3,TX-1003-2, AZ_16_194  ,Yield rating,4,10/6/2017 11:17, ,,1
NC17_30224,3224,30224,8,84,162,3,TX-1964, AZ_16_183  ,Yield rating,3,10/6/2017 11:17, ,,1
NC17_10224,1224,10224,8,28,88,1,TX-621-1,AZ_14_741,Harvest Notes,mixed brown lint,1/29/2018 9:38, ,,1
